timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1422953812461660,8,51.756962,-1.255827,69.480397,1.478329,1.087772,2.920589,5735446.715405,620381.423007,-69.480397,30U
1422953812661661,8,51.756971,-1.255834,69.584457,1.471569,1.090956,2.906430,5735447.632983,620380.968010,-69.584457,30U
1422953812861701,7,51.756979,-1.255839,69.755211,1.472454,1.096574,2.912093,5735448.500200,620380.556944,-69.755211,30U
1422953813061614,8,51.756986,-1.255845,69.899022,1.476165,1.127208,2.943697,5735449.337513,620380.143075,-69.899022,30U
1422953813261599,8,51.756992,-1.255852,70.475729,1.469416,1.090741,2.915581,5735450.000382,620379.649008,-70.475729,30U
1422953813461488,8,51.757001,-1.255859,70.128511,1.469281,1.091649,2.917900,5735450.909963,620379.161503,-70.128511,30U
1422953813661498,8,51.757008,-1.255863,69.825555,1.473479,1.114131,2.941399,5735451.755735,620378.856929,-69.825555,30U
1422953813861538,8,51.757016,-1.255867,69.702580,1.505265,1.121943,3.037164,5735452.650511,620378.565745,-69.702580,30U
1422953814061578,8,51.757021,-1.255871,70.237450,1.549794,1.194075,3.197960,5735453.163142,620378.221655,-70.237450,30U
1422953814261618,8,51.757028,-1.255875,70.118340,1.547619,1.176383,3.185234,5735453.935587,620377.940183,-70.118340,30U
1422953814461658,9,51.757035,-1.255881,69.999047,1.483175,1.142735,2.989801,5735454.715282,620377.554149,-69.999047,30U
1422953814661319,7,51.757040,-1.255887,70.324372,1.482218,1.149557,2.992162,5735455.288911,620377.113992,-70.324372,30U
1422953814861359,7,51.757048,-1.255890,69.988110,1.479685,1.136438,2.985441,5735456.129340,620376.854290,-69.988110,30U
1422953815061399,7,51.757056,-1.255895,69.580490,1.475485,1.155313,2.984739,5735457.028810,620376.510325,-69.580490,30U
1422953815261184,7,51.757062,-1.255899,69.681684,1.499871,1.188832,3.053907,5735457.685280,620376.227764,-69.681684,30U
1422953815461224,7,51.757070,-1.255904,69.448506,1.491037,1.152777,3.028224,5735458.517661,620375.862566,-69.448506,30U
1422953815661264,7,51.757076,-1.255907,69.448996,1.508108,1.204171,3.080859,5735459.176595,620375.641827,-69.448996,30U
1422953815861304,6,51.757083,-1.255912,69.294069,1.582474,1.217776,3.302734,5735459.944573,620375.246821,-69.294069,30U
1422953816061344,6,51.757085,-1.255919,70.285015,1.595297,1.173594,3.291661,5735460.231905,620374.784682,-70.285015,30U
1422953816261384,7,51.757090,-1.255923,70.948492,1.552168,1.141705,3.157060,5735460.711562,620374.513052,-70.948492,30U
1422953816461423,6,51.757098,-1.255929,70.733367,1.749390,1.346602,3.312089,5735461.611437,620374.075744,-70.733367,30U
1422953816661448,5,51.757152,-1.255939,63.664290,4.715477,2.805151,7.436438,5735467.583382,620373.207169,-63.664290,30U
1422953816861488,5,51.757158,-1.255945,63.833534,4.695599,2.800864,7.389857,5735468.240684,620372.808449,-63.833534,30U
1422953817061528,4,51.757111,-1.255945,71.945985,4.542233,2.412934,11.589100,5735463.086669,620372.929130,-71.945985,30U
1422953817261404,5,51.757175,-1.255952,63.742206,4.679596,2.795126,7.347141,5735470.113899,620372.259915,-63.742206,30U
1422953817461444,5,51.757130,-1.255955,71.962111,4.184825,2.047173,10.216400,5735465.154445,620372.137415,-71.962111,30U
1422953817661484,5,51.757135,-1.255961,72.483358,4.414748,2.243193,11.036526,5735465.731760,620371.742953,-72.483358,30U
1422953817861524,5,51.757141,-1.255968,73.181853,4.557385,2.407289,11.595707,5735466.301565,620371.209648,-73.181853,30U
1422953818061564,5,51.757148,-1.255974,73.437058,4.443575,2.297655,11.484182,5735467.112062,620370.783224,-73.437058,30U
1422953818261494,6,51.757150,-1.255987,75.239555,6.678102,4.819449,20.226919,5735467.294588,620369.912926,-75.239555,30U
1422953818461534,7,51.757165,-1.255983,72.869454,3.763830,1.823273,9.284541,5735468.962258,620370.113227,-72.869454,30U
1422953818661516,7,51.757172,-1.255989,72.762569,3.779557,1.829474,9.309900,5735469.788920,620369.700376,-72.762569,30U
1422953818861556,5,51.757198,-1.255921,70.621124,15.547031,24.230991,36.695210,5735472.757598,620374.335801,-70.621124,30U
1422953819061596,4,51.757184,-1.255994,72.901618,3.477537,1.943172,8.889441,5735471.082503,620369.327184,-72.901618,30U
1422953819261433,6,51.757225,-1.256026,64.128936,2.940566,4.377603,7.739946,5735475.626533,620366.986238,-64.128936,30U
1422953819461414,5,51.757236,-1.255986,66.862884,5.433862,17.220152,19.661440,5735476.872053,620369.764588,-66.862884,30U
1422953819661402,4,51.757258,-1.256058,60.353672,4.937828,13.543580,16.388670,5735479.236534,620364.736430,-60.353672,30U
1422953819861442,3,51.757258,-1.256058,60.353672,4.937828,13.543580,16.388670,5735479.236534,620364.736430,-60.353672,30U
1422953820061482,6,51.757242,-1.256036,68.632894,2.478867,4.141409,6.950294,5735477.450240,620366.248827,-68.632894,30U
1422953820261521,5,51.757253,-1.256045,67.630894,2.367697,3.966640,6.740114,5735478.683922,620365.613418,-67.630894,30U
1422953820461561,6,51.757257,-1.256047,68.728980,2.350228,3.902843,6.717489,5735479.137016,620365.448762,-68.728980,30U
1422953820661601,5,51.757267,-1.256055,68.422215,2.325488,3.878196,6.652262,5735480.167987,620364.879230,-68.422215,30U
1422953820861499,4,51.757281,-1.256064,66.487534,2.306841,3.847584,6.623050,5735481.704105,620364.214073,-66.487534,30U
1422953821061539,4,51.757285,-1.256066,67.601027,2.378729,3.848384,6.786532,5735482.180320,620364.076833,-67.601027,30U
1422953821261343,4,51.757288,-1.256068,69.150083,2.575648,3.832937,7.294966,5735482.476166,620363.924952,-69.150083,30U
1422953821461383,5,51.757301,-1.256078,67.316941,2.362742,3.825161,6.746353,5735483.993254,620363.215094,-67.316941,30U
1422953821661422,6,51.757308,-1.256079,67.867126,2.235155,3.602011,6.311336,5735484.698389,620363.133651,-67.867126,30U
1422953821861462,6,51.757303,-1.256042,72.497993,1.749030,1.693216,3.944057,5735484.265393,620365.727843,-72.497993,30U
1422953822061501,5,51.757328,-1.256095,66.240384,2.297424,3.796303,6.576387,5735486.949537,620361.947195,-66.240384,30U
1422953822261541,6,51.757338,-1.256092,66.004393,1.816578,1.815947,4.177311,5735488.048274,620362.160343,-66.004393,30U
1422953822461581,7,51.757350,-1.256101,64.873640,1.830171,1.514600,4.026910,5735489.371754,620361.523781,-64.873640,30U
1422953822661620,7,51.757354,-1.256100,65.973340,1.689794,1.395676,3.623957,5735489.815419,620361.552152,-65.973340,30U
1422953822861660,6,51.757359,-1.256093,67.018211,1.680480,1.316224,3.531491,5735490.416598,620362.039674,-67.018211,30U
1422953823061699,6,51.757364,-1.256099,67.659390,1.582513,1.295047,3.424642,5735490.868832,620361.614048,-67.659390,30U
1422953823261739,5,51.757368,-1.256116,67.955331,2.125485,3.244232,5.580895,5735491.353741,620360.421301,-67.955331,30U
1422953823461778,6,51.757365,-1.256091,72.104710,1.629437,1.099505,3.203393,5735491.001510,620362.124359,-72.104710,30U
1422953823661818,6,51.757374,-1.256096,71.376464,1.535484,1.013541,2.966599,5735492.057519,620361.810065,-71.376464,30U
1422953823861858,6,51.757382,-1.256101,71.009879,1.574964,1.008164,3.027056,5735492.931514,620361.436644,-71.009879,30U
1422953824061897,6,51.757391,-1.256108,70.487063,1.589798,0.994973,3.087435,5735493.941109,620360.892660,-70.487063,30U
1422953824261937,6,51.757399,-1.256112,70.397699,1.593559,0.984951,3.099984,5735494.757620,620360.611709,-70.397699,30U
1422953824461922,7,51.757405,-1.256113,70.724322,1.593539,0.974360,3.081393,5735495.425036,620360.526455,-70.724322,30U
1422953824661319,7,51.757413,-1.256124,69.798383,1.686596,1.037073,3.374276,5735496.371305,620359.772974,-69.798383,30U
1422953824861347,7,51.757421,-1.256128,69.635079,1.574937,0.992396,3.074179,5735497.244012,620359.468257,-69.635079,30U
1422953825061386,4,51.757406,-1.256153,75.498716,4.133675,1.876662,9.860849,5735495.460883,620357.765418,-75.498716,30U
1422953825261426,5,51.757437,-1.256143,68.818651,1.690287,1.201604,3.663443,5735499.015941,620358.388129,-68.818651,30U
1422953825461465,6,51.757441,-1.256144,70.010016,1.789923,1.162795,3.807556,5735499.413812,620358.288234,-70.010016,30U
1422953825661504,6,51.757447,-1.256155,69.860523,1.814633,1.225130,3.999775,5735500.103247,620357.535917,-69.860523,30U
1422953825861544,6,51.757453,-1.256158,70.288449,1.664692,1.194453,3.597341,5735500.769315,620357.275979,-70.288449,30U
1422953826061583,6,51.757462,-1.256163,69.979649,1.680261,1.182866,3.639799,5735501.694528,620356.897312,-69.979649,30U
1422953826261623,6,51.757469,-1.256168,69.954527,1.663710,1.177819,3.594228,5735502.471870,620356.580363,-69.954527,30U
1422953826461662,5,51.757477,-1.256173,69.915343,1.644070,1.185812,3.539352,5735503.325445,620356.213103,-69.915343,30U
1422953826661701,5,51.757480,-1.256167,69.697757,1.812993,1.361759,3.523804,5735503.674301,620356.573486,-69.697757,30U
1422953826861741,6,51.757490,-1.256178,70.027138,1.642265,1.171252,3.517104,5735504.806047,620355.797817,-70.027138,30U
1422953827061780,5,51.757482,-1.256194,74.018185,4.163774,1.916331,9.997707,5735503.915227,620354.708308,-74.018185,30U
1422953827261819,5,51.757509,-1.256191,68.529817,1.674572,1.181275,3.613116,5735506.927839,620354.872461,-68.529817,30U
1422953827461751,4,51.757502,-1.256206,72.287680,4.155148,1.905744,9.962915,5735506.076469,620353.844113,-72.287680,30U
1422953827661789,5,51.757523,-1.256200,68.732420,1.789200,1.200515,3.928449,5735508.470388,620354.222807,-68.732420,30U
1422953827861828,6,51.757529,-1.256202,69.132552,1.746267,1.188071,3.799548,5735509.051847,620354.063763,-69.132552,30U
1422953828061868,5,51.757535,-1.256204,68.953190,1.767908,1.220596,3.815429,5735509.771593,620353.880780,-68.953190,30U
1422953828261727,6,51.757541,-1.256207,68.931344,1.809958,1.336159,3.486215,5735510.416088,620353.664457,-68.931344,30U
1422953828461748,7,51.757549,-1.256212,69.104941,1.628565,1.192723,3.335656,5735511.348620,620353.286573,-69.104941,30U
1422953828661788,5,51.757556,-1.256216,69.019172,1.804830,1.341420,3.470507,5735512.025283,620353.052996,-69.019172,30U
1422953828861463,6,51.757563,-1.256220,69.227386,1.779191,1.313862,3.324741,5735512.817116,620352.706493,-69.227386,30U
1422953829061502,6,51.757572,-1.256228,68.955656,1.629367,1.200059,3.321450,5735513.885295,620352.129476,-68.955656,30U
1422953829261542,5,51.757579,-1.256231,69.076874,1.776551,1.311478,3.311976,5735514.563354,620351.903155,-69.076874,30U
1422953829461581,6,51.757587,-1.256239,69.029020,1.639920,1.205029,3.301246,5735515.527812,620351.359386,-69.029020,30U
1422953829661620,7,51.757596,-1.256246,69.105077,1.588019,1.170905,3.313346,5735516.479435,620350.832500,-69.105077,30U
1422953829861659,7,51.757603,-1.256250,69.306023,1.604453,1.184269,3.338259,5735517.290948,620350.558810,-69.306023,30U
1422953830061698,6,51.757610,-1.256252,69.714936,1.602085,1.221204,3.379274,5735518.001202,620350.402680,-69.714936,30U
1422953830261737,5,51.757616,-1.256256,69.622298,1.798686,1.371887,3.366186,5735518.643572,620350.131222,-69.622298,30U
1422953830461777,6,51.757626,-1.256265,69.513307,1.645731,1.271839,3.390856,5735519.737912,620349.448397,-69.513307,30U
1422953830661655,6,51.757634,-1.256270,69.523596,1.649763,1.273902,3.405878,5735520.648753,620349.087898,-69.523596,30U
1422953830861694,6,51.757642,-1.256274,69.358290,1.615602,1.193660,3.360595,5735521.572358,620348.759095,-69.358290,30U
1422953831061594,6,51.757650,-1.256278,69.266034,1.620836,1.184335,3.389990,5735522.440495,620348.473739,-69.266034,30U
1422953831261630,6,51.757657,-1.256284,69.349794,1.675186,1.197477,3.558331,5735523.210638,620348.085759,-69.349794,30U
1422953831461669,5,51.757664,-1.256288,69.611848,1.635379,1.187275,3.445378,5735523.926964,620347.740712,-69.611848,30U
1422953831661689,5,51.757670,-1.256294,69.817446,1.636198,1.189052,3.453484,5735524.653398,620347.306497,-69.817446,30U
1422953831861728,5,51.757678,-1.256299,69.695869,1.633755,1.189450,3.447303,5735525.531736,620346.968926,-69.695869,30U
1422953832061669,5,51.757686,-1.256304,69.627248,1.627975,1.189273,3.435405,5735526.379969,620346.582181,-69.627248,30U
1422953832261689,5,51.757694,-1.256309,69.541597,1.624501,1.187127,3.427799,5735527.212906,620346.212529,-69.541597,30U
1422953832461674,5,51.757701,-1.256313,69.552130,1.621424,1.187337,3.422320,5735528.018278,620345.929490,-69.552130,30U
1422953832661704,5,51.757708,-1.256318,69.490362,1.631543,1.189507,3.457257,5735528.831649,620345.544815,-69.490362,30U
1422953832861662,5,51.757716,-1.256323,69.441546,1.632105,1.187663,3.463129,5735529.643219,620345.201236,-69.441546,30U
1422953833061701,5,51.757723,-1.256328,69.428881,1.650411,1.193339,3.520406,5735530.458696,620344.819677,-69.428881,30U
1422953833261740,5,51.757730,-1.256332,69.463583,1.653264,1.196348,3.558389,5735531.248680,620344.579362,-69.463583,30U
1422953833461779,5,51.757739,-1.256336,69.175250,1.654327,1.197913,3.565450,5735532.181225,620344.268664,-69.175250,30U
1422953833661582,5,51.757746,-1.256341,69.212162,1.640633,1.192885,3.522592,5735532.951759,620343.900886,-69.212162,30U
1422953833861621,6,51.757752,-1.256345,69.358072,1.645370,1.192026,3.524280,5735533.711556,620343.574198,-69.358072,30U
1422953834061660,6,51.757760,-1.256350,69.303582,1.655455,1.198709,3.845184,5735534.494709,620343.224697,-69.303582,30U
1422953834261662,7,51.757767,-1.256355,68.949302,1.650895,1.201867,4.133924,5735535.347816,620342.829522,-68.949302,30U
1422953834461701,5,51.757773,-1.256357,69.259375,1.835173,1.373347,4.131715,5735535.940986,620342.679074,-69.259375,30U
1422953834661687,7,51.757773,-1.256370,71.555825,4.429952,2.117453,11.463187,5735535.957276,620341.826070,-71.555825,30U
1422953834861713,7,51.757783,-1.256354,72.134742,1.873211,1.143830,4.389810,5735537.131408,620342.858751,-72.134742,30U
1422953835061659,7,51.757797,-1.256372,68.636502,1.674695,1.214126,4.167550,5735538.607027,620341.625921,-68.636502,30U
1422953835261698,6,51.757803,-1.256370,69.819482,1.664912,1.113641,3.918688,5735539.243212,620341.737254,-69.819482,30U
1422953835461737,5,51.757805,-1.256368,70.559368,1.813933,1.194430,3.751507,5735539.557748,620341.898949,-70.559368,30U
1422953835661689,6,51.757814,-1.256376,70.112735,1.818081,1.211442,3.762269,5735540.448408,620341.302052,-70.112735,30U
1422953835861656,5,51.757824,-1.256389,69.105693,1.661208,1.213259,4.065287,5735541.573189,620340.373045,-69.105693,30U
1422953836061629,5,51.757830,-1.256393,69.260676,1.657764,1.259439,4.068192,5735542.307267,620340.054075,-69.260676,30U
1422953836261668,5,51.757837,-1.256397,69.192216,1.708966,1.426228,4.155115,5735543.009570,620339.793588,-69.192216,30U
1422953836461586,4,51.757845,-1.256407,68.730976,2.617951,4.325258,7.058337,5735543.906799,620339.040822,-68.730976,30U
1422953836661625,5,51.757849,-1.256404,69.536672,1.699762,1.384215,4.109415,5735544.400986,620339.239834,-69.536672,30U
1422953836861645,4,51.757860,-1.256421,68.321611,2.820681,4.636788,7.446894,5735545.564857,620338.060622,-68.321611,30U
1422953837061683,3,51.757858,-1.256408,69.654618,1.967800,1.722400,4.274097,5735545.341482,620338.984340,-69.654618,30U
1422953837261722,4,51.757868,-1.256414,69.739148,1.925751,1.601235,4.143505,5735546.393702,620338.490884,-69.739148,30U
1422953837461761,4,51.757874,-1.256420,69.556804,1.945574,1.653627,4.193358,5735547.119518,620338.088126,-69.556804,30U
1422953837661592,3,51.757877,-1.256422,69.555412,1.946813,1.654484,4.196740,5735547.440674,620337.970871,-69.555412,30U
1422953837861631,4,51.757889,-1.256420,68.458286,5.197185,2.698696,13.834933,5735548.740211,620338.037181,-68.458286,30U
1422953838061518,5,51.757892,-1.256425,69.110104,1.864335,1.358178,4.503953,5735549.106281,620337.701118,-69.110104,30U
1422953838261557,5,51.757898,-1.256429,69.107471,1.727887,1.329427,4.168048,5735549.737167,620337.404560,-69.107471,30U
1422953838461596,5,51.757903,-1.256432,69.081660,1.709607,1.315658,4.117253,5735550.292711,620337.166293,-69.081660,30U
1422953838661635,5,51.757908,-1.256434,69.112771,1.711922,1.309698,4.091667,5735550.867880,620337.004510,-69.112771,30U
1422953838861673,5,51.757913,-1.256438,69.077220,1.721776,1.390272,4.144251,5735551.384170,620336.778354,-69.077220,30U
1422953839061712,4,51.757917,-1.256438,69.323477,2.508427,4.085636,6.939426,5735551.865088,620336.708806,-69.323477,30U
1422953839261751,5,51.757921,-1.256440,69.557760,1.762896,1.520954,4.220411,5735552.305978,620336.566139,-69.557760,30U
1422953839461789,5,51.757925,-1.256443,69.637994,1.731337,1.394473,4.114679,5735552.716093,620336.391343,-69.637994,30U
1422953839661828,5,51.757929,-1.256445,69.781516,1.708396,1.295656,4.029362,5735553.134457,620336.234989,-69.781516,30U
1422953839861867,5,51.757933,-1.256447,69.909273,1.701095,1.248877,3.979801,5735553.566306,620336.084778,-69.909273,30U
1422953840061906,5,51.757935,-1.256448,70.019637,1.711007,1.255579,3.974771,5735553.879839,620336.008545,-70.019637,30U
1422953840261944,5,51.757939,-1.256450,70.124065,1.711594,1.257030,3.967593,5735554.273048,620335.860602,-70.124065,30U
1422953840461439,5,51.757943,-1.256452,70.134000,1.707702,1.250817,3.954925,5735554.680711,620335.669147,-70.134000,30U
1422953840661478,5,51.757946,-1.256455,70.128832,1.727344,1.261061,3.953671,5735555.022902,620335.517804,-70.128832,30U
1422953840861460,5,51.757948,-1.256456,70.221686,1.730359,1.259187,3.946725,5735555.314572,620335.413208,-70.221686,30U
1422953841061498,5,51.757951,-1.256459,70.233222,1.733835,1.263916,3.944732,5735555.651588,620335.220852,-70.233222,30U
1422953841261537,5,51.757954,-1.256461,70.206884,1.768960,1.296962,3.951196,5735555.981156,620335.039737,-70.206884,30U
1422953841461575,5,51.757957,-1.256463,70.334330,1.767493,1.297621,3.938409,5735556.235461,620334.892634,-70.334330,30U
1422953841661614,6,51.757959,-1.256465,70.301748,1.761619,1.289529,3.938229,5735556.502872,620334.768354,-70.301748,30U
1422953841861652,6,51.757962,-1.256468,70.332205,1.767931,1.290951,3.963232,5735556.756089,620334.570628,-70.332205,30U
1422953842061691,4,51.757965,-1.256471,70.276167,1.932439,1.434833,3.944495,5735557.109518,620334.327893,-70.276167,30U
1422953842261730,4,51.757967,-1.256474,70.297477,1.934276,1.430799,3.947491,5735557.335862,620334.103867,-70.297477,30U
1422953842461768,5,51.757969,-1.256477,70.195407,1.741271,1.273821,3.944023,5735557.569094,620333.923986,-70.195407,30U
1422953842661807,6,51.757971,-1.256480,70.372378,1.750252,1.270428,3.951084,5735557.767360,620333.728061,-70.372378,30U
1422953842861845,6,51.757972,-1.256482,70.601593,1.778167,1.285348,3.985228,5735557.950790,620333.529250,-70.601593,30U
1422953843061884,6,51.757974,-1.256485,70.757807,1.739316,1.256722,3.976825,5735558.119432,620333.319176,-70.757807,30U
1422953843261912,6,51.757974,-1.256490,71.202840,1.774426,1.274784,4.026272,5735558.127249,620332.963272,-71.202840,30U
1422953843461888,6,51.757976,-1.256494,71.156103,1.750949,1.265916,3.971167,5735558.328424,620332.736794,-71.156103,30U
1422953843661926,6,51.757978,-1.256499,71.012268,1.792803,1.281589,3.925304,5735558.569436,620332.378343,-71.012268,30U
1422953843861871,6,51.757978,-1.256500,71.505507,1.804819,1.155156,3.757630,5735558.569287,620332.271650,-71.505507,30U
1422953844061843,6,51.757979,-1.256502,72.080094,1.777662,1.146434,3.717994,5735558.635019,620332.129608,-72.080094,30U
1422953844261880,6,51.757981,-1.256508,71.871051,1.775791,1.144276,3.708515,5735558.840717,620331.702640,-71.871051,30U
1422953844461919,7,51.757982,-1.256511,71.902007,1.784417,1.127106,3.698492,5735558.952280,620331.556532,-71.902007,30U
1422953844661957,6,51.757982,-1.256515,72.535925,1.907478,1.186189,4.092227,5735558.906246,620331.250511,-72.535925,30U
1422953844861957,5,51.757984,-1.256526,71.271962,1.947386,1.354162,4.465724,5735559.214050,620330.457789,-71.271962,30U
1422953845061996,6,51.757984,-1.256526,72.051909,1.855412,1.223892,4.008270,5735559.158077,620330.493685,-72.051909,30U
1422953845261915,5,51.757986,-1.256538,71.156789,4.483959,2.429207,11.107568,5735559.356372,620329.647775,-71.156789,30U
1422953845461705,5,51.757975,-1.256548,74.894330,4.365308,2.406184,10.688921,5735558.075877,620329.016537,-74.894330,30U
1422953845661743,5,51.757977,-1.256554,73.830301,4.144095,2.393473,9.915200,5735558.385831,620328.572960,-73.830301,30U
1422953845861781,5,51.757977,-1.256561,73.840230,4.146622,2.388319,9.903189,5735558.357235,620328.117238,-73.840230,30U
1422953846061820,5,51.757982,-1.256566,72.138200,4.158110,2.384572,9.930001,5735558.854024,620327.707228,-72.138200,30U
1422953846261858,5,51.757987,-1.256572,70.335218,4.187678,2.388595,10.019496,5735559.402326,620327.302662,-70.335218,30U
1422953846461896,5,51.757988,-1.256579,69.591971,4.190710,2.384582,9.998409,5735559.568812,620326.812053,-69.591971,30U
1422953846661852,5,51.757986,-1.256587,70.212070,4.212308,2.382896,9.996960,5735559.233510,620326.269281,-70.212070,30U
1422953846861740,4,51.757997,-1.256588,68.384402,20.250500,6.416925,30.508274,5735560.522032,620326.181642,-68.384402,30U
1422953847061778,5,51.757985,-1.256601,69.828025,5.227996,2.555401,10.872300,5735559.135989,620325.335737,-69.828025,30U
1422953847261816,4,51.758003,-1.256598,66.578320,19.901510,6.341778,29.881702,5735561.177479,620325.432117,-66.578320,30U
1422953847461855,4,51.757999,-1.256608,67.107377,19.788937,6.315643,29.676722,5735560.637583,620324.794855,-67.107377,30U
1422953847661893,5,51.757990,-1.256620,68.094320,4.619950,2.448207,10.214218,5735559.674936,620324.015064,-68.094320,30U
1422953847861846,4,51.757969,-1.256636,71.908328,21.542542,6.763557,32.738503,5735557.273594,620322.958163,-71.908328,30U
1422953848061884,5,51.757985,-1.256638,68.047244,4.977465,2.420091,12.030072,5735559.041155,620322.770220,-68.047244,30U
1422953848261826,4,51.758090,-1.256597,49.026766,40.668644,11.839213,64.954247,5735570.860590,620325.302729,-49.026766,30U
1422953848461865,4,51.758053,-1.256622,55.458651,22.498117,7.034885,34.342434,5735566.687140,620323.671668,-55.458651,30U
1422953848661766,4,51.758042,-1.256635,57.033188,21.044182,6.671477,31.801437,5735565.387153,620322.794380,-57.033188,30U
1422953848861804,3,51.758059,-1.256632,53.989482,20.868578,6.622108,31.601870,5735567.277442,620322.949420,-53.989482,30U
1422953849061842,4,51.758017,-1.256664,60.869916,20.957819,6.629300,31.647306,5735562.552025,620320.887057,-60.869916,30U
1422953849261748,4,51.758049,-1.256658,54.501413,21.434412,6.768352,32.390110,5735566.147281,620321.204583,-54.501413,30U
1422953849461723,3,51.758049,-1.256658,54.501413,21.434412,6.768352,32.390110,5735566.147281,620321.204583,-54.501413,30U
1422953849661716,3,51.758049,-1.256658,54.501413,21.434412,6.768352,32.390110,5735566.147281,620321.204583,-54.501413,30U
1422953849861754,4,51.758029,-1.256705,58.780116,20.983322,7.451198,27.340551,5735563.912618,620317.989111,-58.780116,30U
1422953850061792,3,51.758029,-1.256705,58.780116,20.983322,7.451198,27.340551,5735563.912618,620317.989111,-58.780116,30U
1422953850261558,4,51.758029,-1.256705,58.780116,20.983322,7.451198,27.340551,5735563.912618,620317.989111,-58.780116,30U
1422953850461596,4,51.758007,-1.256774,62.708489,54.399086,15.725976,14.407367,5735561.312370,620313.310153,-62.708489,30U
1422953850661635,4,51.757974,-1.256781,63.981779,54.380844,15.717607,14.404979,5735557.598778,620312.920873,-63.981779,30U
1422953850861542,5,51.758000,-1.256798,63.292010,54.368587,15.708437,14.405911,5735560.542632,620311.648164,-63.292010,30U
1422953851061580,5,51.757948,-1.256795,64.093021,21.067011,8.238410,13.994193,5735554.678330,620312.033001,-64.093021,30U
1422953851261478,5,51.757949,-1.256798,66.894589,21.211504,8.259493,29.257196,5735554.824988,620311.786328,-66.894589,30U
1422953851461516,5,51.757943,-1.256807,66.554861,21.195211,8.239528,29.149347,5735554.175701,620311.206138,-66.554861,30U
1422953851661554,5,51.757922,-1.256834,71.074607,17.018997,5.526193,15.866939,5735551.776395,620309.422213,-71.074607,30U
1422953851861592,5,51.757918,-1.256846,71.437840,17.019602,5.521532,15.863564,5735551.303324,620308.558508,-71.437840,30U
1422953852061630,5,51.757922,-1.256856,70.703245,10.924018,4.985384,15.724132,5735551.689133,620307.896928,-70.703245,30U
1422953852261668,5,51.757916,-1.256867,71.233636,5.513337,4.687621,15.663657,5735551.045786,620307.166542,-71.233636,30U
1422953852461706,6,51.757924,-1.256875,69.859566,5.436935,4.535228,15.245093,5735551.898541,620306.593791,-69.859566,30U
1422953852661744,6,51.757917,-1.256880,69.528080,4.067248,3.148732,10.415798,5735551.117050,620306.250515,-69.528080,30U
1422953852861782,6,51.757907,-1.256891,70.457766,2.573937,1.440729,4.170917,5735549.952641,620305.524661,-70.457766,30U
1422953853061820,6,51.757897,-1.256902,71.301990,2.571034,1.431703,4.142276,5735548.908405,620304.737754,-71.301990,30U
1422953853261858,6,51.757889,-1.256901,69.857972,2.534941,1.422026,4.124633,5735547.999136,620304.848725,-69.857972,30U
1422953853461686,6,51.757894,-1.256914,70.038819,2.502623,1.408648,4.129804,5735548.482993,620303.982905,-70.038819,30U
1422953853661671,6,51.757888,-1.256921,70.032617,2.244775,1.238467,4.119532,5735547.830674,620303.465910,-70.032617,30U
1422953853861692,6,51.757902,-1.256929,69.102581,2.342281,1.240606,4.135688,5735549.352986,620302.881486,-69.102581,30U
1422953854061730,7,51.757882,-1.256938,69.915022,2.632950,1.240750,4.129314,5735547.170297,620302.337915,-69.915022,30U
1422953854261764,6,51.757888,-1.256953,71.130704,3.494696,1.263079,4.149901,5735547.830763,620301.277744,-71.130704,30U
1422953854461802,7,51.757875,-1.256959,71.237707,2.567614,1.239688,4.139906,5735546.328919,620300.874572,-71.237707,30U
1422953854661840,7,51.757875,-1.256969,71.695657,2.661657,1.240398,4.146665,5735546.306723,620300.185927,-71.695657,30U
1422953854861740,6,51.757869,-1.256973,71.121471,2.650696,1.234112,4.131827,5735545.589355,620299.958817,-71.121471,30U
1422953855061740,6,51.757868,-1.256979,70.962923,2.776265,1.233031,4.107351,5735545.531628,620299.564796,-70.962923,30U
1422953855261719,6,51.757868,-1.256985,70.705411,3.436294,1.246649,4.131802,5735545.487714,620299.109155,-70.705411,30U
1422953855461700,6,51.757871,-1.256993,70.549771,2.707323,1.226365,4.118182,5735545.872878,620298.550955,-70.549771,30U
1422953855661738,6,51.757867,-1.256998,70.572024,2.804502,1.239095,4.116642,5735545.419688,620298.235930,-70.572024,30U
1422953855861776,6,51.757868,-1.257006,70.654206,2.430799,1.231097,4.123135,5735545.418595,620297.691237,-70.654206,30U
1422953856061814,6,51.757858,-1.257011,71.250330,2.447463,1.237601,4.110573,5735544.377722,620297.336146,-71.250330,30U
1422953856261852,6,51.757867,-1.257021,71.244009,2.610612,1.249699,4.111057,5735545.315156,620296.648857,-71.244009,30U
1422953856461889,6,51.757862,-1.257025,71.134413,2.632162,1.243106,4.121299,5735544.812316,620296.349149,-71.134413,30U
1422953856661927,6,51.757863,-1.257033,71.347958,2.392828,1.233760,4.117900,5735544.840189,620295.849969,-71.347958,30U
1422953856861612,6,51.757869,-1.257039,71.097296,2.539766,1.227044,4.120639,5735545.479969,620295.415097,-71.097296,30U
1422953857061649,6,51.757872,-1.257043,70.581879,2.531569,1.258266,4.128419,5735545.837381,620295.127884,-70.581879,30U
